id_pncp,nome,cnpj,data_inclusao_pncp,categoria_instituicao,esfera,uf,plataforma_tecnologia,url_portal_acesso,endpoint_consulta_pncp,estrategia_conector,grau_reaproveitamento
113,MINISTÉRIO PÚBLICO DO ESTADO DO RIO GRANDE DO SUL,93.802.833/0001-57,2022-12-28,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=93802833000157,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=93802833000157,PNCP_API_CONSULTA,Médio (Específico da Entidade)
114,SLICX - RAC ASSESSORIA,07.315.552/0001-38,2023-01-11,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=07315552000138,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=07315552000138,PNCP_API_CONSULTA,Médio (Específico da Entidade)
115,REIS & LOPES CONTABILIDADE E SISTEMAS DE INFORMAÇÃO LTDA / REIS & LOPES ASSESSORIA E SISTEMAS,26.366.373/0001-74,2023-01-20,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=26366373000174,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=26366373000174,PNCP_API_CONSULTA,Médio (Específico da Entidade)
116,SELCORP LICITAÇÕES S/A,29.945.708/0001-05,2023-01-24,Plataforma / Bolsa de Compras Privada,Multi-esfera / Nacional,Nacional,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=29945708000105,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=29945708000105,PNCP_API_CONSULTA,Médio (Específico da Entidade)
117,TRIBUNAL DE JUSTIÇA DO MARANHÃO,05.288.790/0001-76,2023-01-26,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=05288790000176,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=05288790000176,PNCP_API_CONSULTA,Médio (Específico da Entidade)
118,J J S SILVA -  MULTIPUBLIK,21.784.056/0001-54,2023-02-02,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=21784056000154,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=21784056000154,PNCP_API_CONSULTA,Médio (Específico da Entidade)
119,SISLOG - SISTEMA DE LOGÍSTICA DE GOIÁS,02.476.034/0001-82,2023-02-02,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=02476034000182,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=02476034000182,PNCP_API_CONSULTA,Médio (Específico da Entidade)
120,LEMOS E MARQUES LTDA / LEMARQ SOFTWARE,01.243.220/0001-09,2023-02-17,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=01243220000109,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=01243220000109,PNCP_API_CONSULTA,Médio (Específico da Entidade)
121,SH3 INFORMÁTICA LTDA.,01.264.892/0001-09,2023-02-17,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=01264892000109,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=01264892000109,PNCP_API_CONSULTA,Médio (Específico da Entidade)
122,SANTA CATARINA TRIBUNAL DE JUSTIÇA/TRIBUNAL DE JUSTIÇA DO ESTADO DE SANTA CATARINA,83.845.701/0001-59,2023-02-17,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=83845701000159,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=83845701000159,PNCP_API_CONSULTA,Médio (Específico da Entidade)
123,MUNICÍPIO DE NÃO-ME-TOQUE,87.613.519/0001-23,2023-02-17,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=87613519000123,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=87613519000123,PNCP_API_CONSULTA,Médio (Específico da Entidade)
124,CÂMARA MUNICIPAL DE PIRACICABA,51.327.708/0001-92,2023-02-17,Câmara / Poder Legislativo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=51327708000192,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=51327708000192,PNCP_API_CONSULTA,Médio (Específico da Entidade)
125,4R SISTEMAS E ASSESSORIA LTDA,05.081.873/0001-90,2023-02-17,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=05081873000190,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=05081873000190,PNCP_API_CONSULTA,Médio (Específico da Entidade)
126,ASSEMBLEIA LEGISLATIVA DO ESTADO DE GOIÁS,02.474.419/0001-00,2023-02-17,Governo Estadual / Secretaria Central,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=02474419000100,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=02474419000100,PNCP_API_CONSULTA,Médio (Específico da Entidade)
127,RESOFT CONSULTORIA E ASSESSORIA EM INFORMÁTICA LTDA,00.892.248/0001-04,2023-02-17,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=00892248000104,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=00892248000104,PNCP_API_CONSULTA,Médio (Específico da Entidade)
130,MUNICÍPIO SANTA CRUZ DO SUL,95.440.517/0001-08,2023-02-24,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=95440517000108,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=95440517000108,PNCP_API_CONSULTA,Médio (Específico da Entidade)
131,PROCERGS - CENTRO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO DO ESTADO DO RIO GRANDE DO SUL S.A.,87.124.582/0001-04,2023-02-24,Governo Estadual / Secretaria Central,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=87124582000104,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=87124582000104,PNCP_API_CONSULTA,Médio (Específico da Entidade)
132,OPEN TECNOLOGIA DA INFORMAÇÃO EIRELI,08.546.928/0001-88,2023-02-27,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=08546928000188,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=08546928000188,PNCP_API_CONSULTA,Médio (Específico da Entidade)
133,CONAM CONSULTORIA EM ADMINISTRAÇÃO MUNICIPAL,51.235.448/0001-25,2023-03-01,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=51235448000125,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=51235448000125,PNCP_API_CONSULTA,Médio (Específico da Entidade)
135,PÚBLICA TECNOLOGIA LTDA.,95.836.771/0001-20,2023-03-07,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=95836771000120,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=95836771000120,PNCP_API_CONSULTA,Médio (Específico da Entidade)
136,CODERP - COMPANHIA DE DESENVOLVIMENTO ECONÔMICO DE RIBEIRÃO PRETO,45.254.950/0001-80,2023-03-13,Autarquia / Empresa Pública / Fundação / Consórcio,Estadual / Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=45254950000180,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=45254950000180,PNCP_API_CONSULTA,Médio (Específico da Entidade)
138,MUNICÍPIO DE GASPAR,83.102.244/0001-02,2023-03-13,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=83102244000102,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=83102244000102,PNCP_API_CONSULTA,Médio (Específico da Entidade)
139,EMBRAS - EMPRESA BRASILEIRA DE TECNOLOGIA LTDA,04.985.752/0001-00,2023-03-17,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=04985752000100,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=04985752000100,PNCP_API_CONSULTA,Médio (Específico da Entidade)
141,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO DE SANTA CATARINA,82.951.351/0001-42,2023-03-17,Governo Estadual / Secretaria Central,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=82951351000142,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=82951351000142,PNCP_API_CONSULTA,Médio (Específico da Entidade)
142,IM PUBLICAÇÕES EIRELI,21.904.203/0001-82,2023-03-17,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=21904203000182,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=21904203000182,PNCP_API_CONSULTA,Médio (Específico da Entidade)
143,SOFTDATA,04.901.772/0001-55,2023-03-17,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=04901772000155,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=04901772000155,PNCP_API_CONSULTA,Médio (Específico da Entidade)
144,JL ALVES GESTÃO,14.750.885/0001-50,2023-03-27,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=14750885000150,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=14750885000150,PNCP_API_CONSULTA,Médio (Específico da Entidade)
145,EMPRO TECNOLOGIA E INFORMACAO,01.312.003/0001-23,2023-03-27,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=01312003000123,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=01312003000123,PNCP_API_CONSULTA,Médio (Específico da Entidade)
146,INFORMÁTICA DE MUNICÍPIOS ASSOCIADOS S/A – IMA,48.197.859/0001-69,2023-03-28,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=48197859000169,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=48197859000169,PNCP_API_CONSULTA,Médio (Específico da Entidade)
147,PREFEITURA DA CIDADE DO RECIFE,10.565.000/0001-92,2023-03-29,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=10565000000192,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=10565000000192,PNCP_API_CONSULTA,Médio (Específico da Entidade)
148,E & L PRODUCOES DE SOFTWARE LTDA,39.781.752/0001-72,2023-03-29,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=39781752000172,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=39781752000172,PNCP_API_CONSULTA,Médio (Específico da Entidade)
149,PREFEITURA MUNICIPAL DE SANTO ANTÔNIO DA PATRULHA,88.814.199/0001-32,2023-03-29,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=88814199000132,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=88814199000132,PNCP_API_CONSULTA,Médio (Específico da Entidade)
150,LIBRE SOLUÇÕES EM TECNOLOGIA LTDA,05.200.012/0001-83,2023-03-29,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=05200012000183,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=05200012000183,PNCP_API_CONSULTA,Médio (Específico da Entidade)
152,AGILI SOFTWARE BRASIL LTDA,26.804.377/0001-97,2023-03-29,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=26804377000197,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=26804377000197,PNCP_API_CONSULTA,Médio (Específico da Entidade)
153,MINISTÉRIO PÚBLICO DA UNIÃO,26.989.715/0048-76,2023-03-29,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=26989715004876,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=26989715004876,PNCP_API_CONSULTA,Médio (Específico da Entidade)
154,BAHIA SECRETARIA DA ADMINISTRACAO,13.323.274/0001-63,2023-03-29,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=13323274000163,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=13323274000163,PNCP_API_CONSULTA,Médio (Específico da Entidade)
155,CONTROLADORIA E OUVIDORIA GERAL DO MUNICÍPIO,83.522.863/0001-56,2023-03-30,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=83522863000156,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=83522863000156,PNCP_API_CONSULTA,Médio (Específico da Entidade)
156,MGCON SOLUÇÕES INTELIGENTES INFORMÁTICA LTDA. - EPP,08.208.680/0001-45,2023-03-30,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=08208680000145,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=08208680000145,PNCP_API_CONSULTA,Médio (Específico da Entidade)
157,SERGIPE JUSTIÇA ESTADUAL DE SEGUNDA INSTÂNCIA,13.166.970/0001-03,2023-03-30,Entidade Pública / Municipal,Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=13166970000103,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=13166970000103,PNCP_API_CONSULTA,Médio (Específico da Entidade)
158,GCASPP CONSULTORIA CONTABIL E SISTEMAS LTDA,10.139.519/0001-09,2023-03-30,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=10139519000109,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=10139519000109,PNCP_API_CONSULTA,Médio (Específico da Entidade)
159,NOVOSERV INFORMATICA LTDA EPP,68.162.858/0001-96,2023-03-30,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=68162858000196,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=68162858000196,PNCP_API_CONSULTA,Médio (Específico da Entidade)
161,AVMB SOLUCOES EM TI LTDA / AVMB - SOLUCOES EM TI,03.486.598/0001-69,2023-03-30,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=03486598000169,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=03486598000169,PNCP_API_CONSULTA,Médio (Específico da Entidade)
163,GE CONSULTORIA PUBLICA LTDA,08.621.541/0001-49,2023-03-31,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=08621541000149,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=08621541000149,PNCP_API_CONSULTA,Médio (Específico da Entidade)
164,TRIBUNAL DE JUSTIÇA DO ESTADO DO ACRE,04.034.872/0001-21,2023-04-04,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=04034872000121,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=04034872000121,PNCP_API_CONSULTA,Médio (Específico da Entidade)
165,SYSTEM DESENVOLVIMENTO DE SOFTWARE,90.868.787/0001-09,2023-04-06,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=90868787000109,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=90868787000109,PNCP_API_CONSULTA,Médio (Específico da Entidade)
166,PREFEITURA MUNICIPAL DE LAJEADO,87.297.982/0001-03,2023-04-06,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=87297982000103,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=87297982000103,PNCP_API_CONSULTA,Médio (Específico da Entidade)
167,BR TRANSPARENCIA LTDA,42.872.659/0001-88,2023-04-06,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=42872659000188,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=42872659000188,PNCP_API_CONSULTA,Médio (Específico da Entidade)
168,SISVETOR INFORMÁTICA LTDA,10.522.056/0001-60,2023-04-06,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=10522056000160,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=10522056000160,PNCP_API_CONSULTA,Médio (Específico da Entidade)
169,TOP DOWN CONSULTORIA LTDA,40.998.734/0001-26,2023-04-17,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=40998734000126,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=40998734000126,PNCP_API_CONSULTA,Médio (Específico da Entidade)
170,FINTEL SISTEMAS DE INFORMATICA LTDA,07.987.863/0001-43,2023-04-17,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=07987863000143,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=07987863000143,PNCP_API_CONSULTA,Médio (Específico da Entidade)
171,STARTGOV SOLUCOES EM TECNOLOGIA LTDA,37.933.858/0001-19,2023-04-19,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=37933858000119,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=37933858000119,PNCP_API_CONSULTA,Médio (Específico da Entidade)
172,DIGIFRED SISTEMAS DE INFORMAÇÃO LTDA,88.659.974/0001-22,2023-04-19,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=88659974000122,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=88659974000122,PNCP_API_CONSULTA,Médio (Específico da Entidade)
173,IMPLANTA INFORMATICA LTDA,37.994.043/0001-40,2023-04-26,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=37994043000140,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=37994043000140,PNCP_API_CONSULTA,Médio (Específico da Entidade)
174,EQUIPLANO SISTEMAS LTDA / EQUIPLANO SISTEMAS,76.030.717/0001-48,2023-04-27,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=76030717000148,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=76030717000148,PNCP_API_CONSULTA,Médio (Específico da Entidade)
175,INOVEA TECNOLOGIA LTDA,09.484.316/0001-70,2023-04-27,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=09484316000170,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=09484316000170,PNCP_API_CONSULTA,Médio (Específico da Entidade)
176,PROCEDE BAHIA PROCESSAMENTO E CERTIFICAÇÃO DE DOCUMENTOS ELETRÔNICOS,18.195.422/0001-25,2023-04-27,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=18195422000125,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=18195422000125,PNCP_API_CONSULTA,Médio (Específico da Entidade)
177,CÂMARA MUNICIPAL DE MARTINHO CAMPOS,23.896.970/0001-12,2023-05-02,Câmara / Poder Legislativo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=23896970000112,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=23896970000112,PNCP_API_CONSULTA,Médio (Específico da Entidade)
178,QUALITY SISTEMAS LTDA,05.373.364/0001-30,2023-05-04,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=05373364000130,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=05373364000130,PNCP_API_CONSULTA,Médio (Específico da Entidade)
179,PREFEITURA MUNICIPAL DE CAXIAS DO SUL,88.830.609/0001-39,2023-05-04,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=88830609000139,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=88830609000139,PNCP_API_CONSULTA,Médio (Específico da Entidade)
181,CIJUN - CIA. DE INFORMATICA DE JUNDIAI,67.237.644/0001-79,2023-05-09,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=67237644000179,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=67237644000179,PNCP_API_CONSULTA,Médio (Específico da Entidade)
182,AGÊNCIA REGULADORA INTERMUNICIPAL DE SANEAMENTO,11.400.360/0001-05,2023-05-11,Autarquia / Empresa Pública / Fundação / Consórcio,Estadual / Municipal,Local,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=11400360000105,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=11400360000105,PNCP_API_CONSULTA,Médio (Específico da Entidade)
184,JUSTICA FEDERAL DE PRIMEIRO GRAU NO RIO DE JANEIRO,05.424.540/0001-16,2023-05-12,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=05424540000116,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=05424540000116,PNCP_API_CONSULTA,Médio (Específico da Entidade)
185,ASJB CONSULTORIA S/C LTDA,02.144.357/0001-79,2023-05-16,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=02144357000179,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=02144357000179,PNCP_API_CONSULTA,Médio (Específico da Entidade)
187,TRIBUNAL DE JUSTIÇA DO ESTADO DE RORAIMA,34.812.669/0001-08,2023-05-22,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=34812669000108,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=34812669000108,PNCP_API_CONSULTA,Médio (Específico da Entidade)
188,ADPM - ADMINISTRAÇÃO PÚBLICA PARA MUNICÍPIOS LTDA,02.678.177/0001-77,2023-05-22,Prefeitura / Poder Executivo Municipal,Municipal,Municipal,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=02678177000177,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=02678177000177,PNCP_API_CONSULTA,Médio (Específico da Entidade)
189,"SECRETARIA DE PLANEJAMENTO, ORÇAMENTO E ADMINISTRAÇÃO DO DISTRITO FEDERAL",00.394.684/0001-53,2023-05-29,Software House / GovTech ERP Municipal,Multi-esfera / Municipal,Multi-UF,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=00394684000153,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=00394684000153,PNCP_API_CONSULTA,Médio (Específico da Entidade)
190,DEFENSORIA PÚBLICA DO ESTADO DE RONDÔNIA,01.072.076/0001-95,2023-05-29,Poder Judiciário / Funções Essenciais,Estadual,Estadual,Provedor Integrado via API PNCP,https://pncp.gov.br/app/editais?q=&status=recebendo_proposta&orgao=01072076000195,https://pncp.gov.br/api/consulta/v1/contratacoes/publicacao?cnpj=01072076000195,PNCP_API_CONSULTA,Médio (Específico da Entidade)
